"filename", "language", "JSON with Comments", "Python", "JSON", "PowerShell", "HTML", "Markdown", "TypeScript", "PostCSS", "Ini", "JavaScript", "comment", "blank", "total"
"c:\Users\jingc\Documents\戦国じゃんぶる\tools\teppou\patch_south_master_v3.py", "Python", 0, 88, 0, 0, 0, 0, 0, 0, 0, 0, 12, 24, 124
"c:\Users\jingc\Documents\戦国じゃんぶる\tools\teppou\patch_south_master_v4.py", "Python", 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 2, 12, 54
"c:\Users\jingc\Documents\戦国じゃんぶる\tools\teppou\patch_south_master_v5.py", "Python", 0, 84, 0, 0, 0, 0, 0, 0, 0, 0, 10, 24, 118
"c:\Users\jingc\Documents\戦国じゃんぶる\tools\teppou\patch_south_master_v6.py", "Python", 0, 91, 0, 0, 0, 0, 0, 0, 0, 0, 4, 23, 118
"c:\Users\jingc\Documents\戦国じゃんぶる\tools\teppou\patch_south_master_v7.py", "Python", 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 5, 21, 80
"c:\Users\jingc\Documents\戦国じゃんぶる\tools\teppou\patch_south_master_v8.py", "Python", 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 6, 19, 69
"c:\Users\jingc\Documents\戦国じゃんぶる\tools\teppou\patch_south_master_v9.py", "Python", 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 6, 19, 67
"c:\Users\jingc\Documents\戦国じゃんぶる\tools\teppou\promote_candidate.py", "Python", 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 2, 15, 62
"c:\Users\jingc\Documents\戦国じゃんぶる\tools\teppou\retrace_south_actual.py", "Python", 0, 128, 0, 0, 0, 0, 0, 0, 0, 0, 6, 30, 164
"c:\Users\jingc\Documents\戦国じゃんぶる\tools\teppou\validate_sprite.py", "Python", 0, 229, 0, 0, 0, 0, 0, 0, 0, 0, 3, 39, 271
"c:\Users\jingc\Documents\戦国じゃんぶる\tsconfig.json", "JSON with Comments", 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 18
"Total", "-", 17, 1075, 34409, 271, 131, 226, 10343, 71, 6, 548, 134, 1434, 48665
